fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine quality
6.1361093550249475,0.3012036451674982,0.24921275808624385,1.983799515787597,0.03172218710049894,12.0,119.43981774162509,0.9908004556459372,3.350787241913756,0.6331489676550247,11.983343869850318,1
4.8486868874011755,0.2950729506999347,0.4149270493000653,4.72375983810111,0.029750729506999345,31.0,127.24927049300065,0.9899772570536824,3.4475364753499673,0.36,12.42609426049902,1
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,1
6.210502722956544,0.36077649762609976,0.3,2.707764976260998,0.030447486385217274,49.447486385217275,163.55251361478273,0.9912680435673048,3.4673519060695814,0.6289049013217811,12.147486385217274,1
7.3717544269622906,0.25035671011382676,0.35152632808868717,2.1035671011382675,0.03128245573037709,27.0941519101257,138.5292404493715,0.9904699708763932,3.278116961797486,0.4705848089874302,12.556491146075418,1
6.772109379955422,0.19780295118700134,0.3790703126651807,2.6622569393054887,0.04250138891825435,59.312673614781794,174.7183159630455,0.9919490659789029,3.312169270447912,0.539717882586814,11.681128469652744,1
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,1
6.196688941895497,0.33,0.48324507203523537,7.18741730750911,0.03174834615018219,45.21854326877278,130.82781490315915,0.9917347681251787,3.2807946875297698,0.4143708653754555,12.46225192252733,1
7.817681863514059,0.17201655811775673,0.4137847444691627,13.39420465878515,0.04937019538803791,42.79834418822433,144.59668837644867,0.9996159196385347,3.2396688376448655,0.6975694889383254,9.001655811775672,1
7.0,0.25719326679168647,0.26371932667916864,8.418941397374583,0.027,37.0,122.0,0.9920456824192124,3.093473940112518,0.43670249365838487,12.537193266791686,1
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
6.678166973339722,0.3403927914272025,0.2694762780970633,2.762880470466152,0.03419214417145595,28.794762780970633,124.0,0.9905589525561941,3.243842883429119,0.4962880470466152,12.50130930475734,1
6.943955216814823,0.3469228839234586,0.32560447831851774,9.96126242662347,0.0449065920280247,36.81318405604941,130.62636811209882,0.9934957139272864,3.0787910433629646,0.32719776084074115,11.634614419617293,1
7.36464329495047,0.27350020431021943,0.313535670504953,4.947142273399373,0.039292865899009405,33.0,103.11785568349843,0.9937562474461222,3.2773748467673354,0.5376428863300314,10.579109258927273,1
5.663073508868839,0.3082634436173291,0.28978046365222576,3.674050326257552,0.031021953634777426,46.0,114.60878145391096,0.98946,3.197165761878458,0.5426147017737678,12.687025163128776,1
5.961412614082258,0.24066383521134793,0.3274689318309217,12.087966022536175,0.041186723295773046,43.373446591546085,126.43983011268088,0.9955686330005605,3.1721157783103573,0.5412033977463825,10.231949033804263,1
6.45642166266056,0.23188072208868535,0.3322246935764546,1.9376144417737065,0.038658252731039865,40.0,118.0,0.9907305963895565,3.304954223290517,0.5252981947782867,11.809403610443427,1
5.764993538787353,0.32439896620597647,0.21566709741417647,3.285997415514941,0.028070012922425294,22.643329025858236,109.71334194828353,0.9901871334194828,3.3542668389656702,0.4686658051716471,12.264993538787353,1
6.330237319352592,0.13820434765053985,0.34212590576052915,2.5911766283501603,0.029212590576052914,23.0,93.24251811521059,0.991,3.3594014492168465,0.6320949277410368,11.951496376957884,1
6.872355830941661,0.3414662535875094,0.3382932507175019,4.348797521525056,0.034447116618833214,26.552883381166794,155.2764416905834,0.992085337464125,3.2112981633183244,0.6821877406724756,12.32764416905834,1
5.949879281508411,0.1593704730565654,0.45125905388686915,12.274577485279439,0.03624939640754206,48.375301796228975,128.3123491018855,0.9952534150061858,3.1080872754713784,0.45869265871649517,10.437530179622897,1
6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,1
8.182495512447849,0.2452513462656454,0.37649910248956975,2.2462746815368324,0.03258752243776076,35.195840812586916,109.80415918741308,0.9909154248938457,3.0532929381397764,0.5960831837482616,12.762911431189156,1
6.289695793042354,0.39660453095505943,0.19030420695764655,3.5824336556611724,0.026896957930423532,22.896957930423536,108.58783172169414,0.9900584103578998,3.302904854952472,0.5503042069576466,12.83091262087294,1
6.191923790699378,0.21684096249908422,0.29520190523251555,1.5161524186012436,0.033959618953496896,42.439428430245336,141.04038104650311,0.9902235617965214,3.2324228627901865,0.4823752319772979,11.792400098828264,1
7.041917647743826,0.24866779417758483,0.36895205880640436,1.5923632343522387,0.027104794119359565,41.10479411935957,104.55239705967978,0.9902399661746724,3.1063767644832567,0.3944760294032022,11.818116177583718,1
6.842179808070799,0.16027247600884983,0.27231280767716803,1.2326539424212397,0.041190517312991184,43.5578201919292,140.4421798080708,0.9922955160199801,3.2805449520176997,0.5455782019192921,10.4789100959646,1
7.267172549267044,0.19166034313416197,0.453472451048437,9.565654901465914,0.031328274507329563,26.498102940248586,131.66793137316762,0.9941593929408795,3.009924117609944,0.33992411760994345,10.916982843291903,1
7.063832233632988,0.36294311970474236,0.26251795474969064,3.3815570218226823,0.03761347313863918,17.386526861360824,99.15958058408248,0.990574257398588,3.234538925545567,0.5763832233632988,12.49751508023093,1
6.727969042375786,0.22089302209902031,0.28,2.1916589687123853,0.03263689926336599,37.27379852673198,94.36310073663401,0.9900746326298607,3.0226790662970613,0.5062511546931422,12.199410810297412,1
6.654220488553071,0.2779437268192924,0.34205627318070764,3.4354981455433906,0.041439391226495335,29.10281365903538,121.0,0.9912015041565415,3.2604654047832775,0.5046752781684914,12.04859317048231,1
6.949343737996694,0.23857396273454548,0.2735083365342149,8.912947848647933,0.028519687860099174,37.33770841335537,122.33770841335537,0.9921027030829885,3.048180205532562,0.3366229158664463,12.48311457933223,1
7.249294889613456,0.24478846688403677,0.3604230662319265,15.99926347089114,0.05356345993478897,45.302883278990805,193.47884668840368,0.9989351926818826,3.0194359116907648,0.46028204415461765,9.049294889613456,1
7.998112629369018,0.1958867577621411,0.31205662111892946,1.2598112629369018,0.03960754948252393,45.80377474126196,121.59811262936901,0.9918603774741261,3.0938301366432115,0.5962642318883375,10.679433788810705,1
6.479969838928171,0.18966616398213618,0.28,1.3866465592854473,0.04569954758392257,22.066767203572763,89.93323279642723,0.9903986948170004,3.183672196196502,0.5113353440714553,11.664947218124299,1
6.5,0.3109107937426842,0.3127261375048772,2.6546476245610524,0.041090455001950875,34.0,89.27261375048772,0.9912790017941329,3.326356825029263,0.661815343762193,11.54553968713421,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
6.343697994040822,0.3756302005959179,0.25257357447857187,5.572376717969414,0.03682037750744897,45.0,138.35924498510207,0.9918154414468714,3.1850943768622435,0.40844530089387676,11.34369799404082,1
6.398940808292348,0.3175794393780739,0.28434190025913586,2.3202725880797495,0.04198940808292348,45.686838005182715,131.37367601036544,0.9914617850455973,3.337473520207309,0.44263239896345646,11.303555296631233,1
5.940984709332074,0.2421547400378974,0.29201406727617246,1.4840795100900213,0.0344028134552345,34.0,88.79859327238275,0.9895452941894078,3.1621547400378973,0.41437981645665717,11.381969418664148,1
6.635468535186272,0.23161220614483058,0.3009673236868983,4.667712658082883,0.05925838517337794,29.096732368689835,154.0322441228966,0.9915386583722595,3.2351590596634576,0.4941917359765594,12.151633815655082,1
6.429189947027283,0.29853109041126413,0.2842937819177472,6.61431260639249,0.023433143086723403,29.0,132.0,0.9922549902874832,3.1428436968037547,0.35427495744300375,11.32834284566383,1
6.811764398815932,0.33882356011840675,0.39058743692142456,8.735298416576946,0.030058795893433927,44.23528797631865,128.4705759526373,0.9929741230207212,3.2741178005920335,0.359411519052746,12.120583782831021,1
6.656161800748675,0.2909595498128311,0.3156161800748676,3.1753527970052975,0.03782188767540121,33.21919099625662,87.73973033208554,0.9901550705594011,3.2526026966791446,0.5623298863422406,12.552053933582892,1
7.4,0.19,0.3,12.8,0.053,48.5,223.56566384851075,0.9986,3.14,0.49,9.1,1
5.3150592137643,0.29837823851769074,0.3006950406352754,1.1988415989412076,0.029023168021175848,25.02316802117585,93.0,0.9874364492950348,3.3090732791529662,0.3993049593647246,13.595366395764831,1
6.502928203368023,0.24368230848438982,0.3102928203368023,1.9736461696877967,0.03754392305052034,25.0,78.48535898315988,0.9915176494675535,3.341464101684011,0.5691215389895933,11.267789762951752,1
7.277566101641059,0.19591640678666233,0.25714074577025176,1.5836508475384115,0.04589809491476953,20.755132203282116,105.51026440656423,0.993507998847316,3.4771481355743705,0.6044941694759071,10.561216949179471,1
6.680148438421913,0.1829777342367131,0.2954962890394522,2.0801484384219124,0.03354962890394522,14.824443355917827,82.2748144519726,0.9911661039068953,3.1604591794339743,0.5415259767238347,11.172518554802739,1
6.9323011198386215,0.2458408958708971,0.37323011198386213,14.967698880161379,0.046216764833889507,59.32301119838621,178.96903359515863,0.9989092899214523,3.3086278723066194,0.752167648338895,9.435397760322758,1
6.6991234471244985,0.17032140272101723,0.36976625256653295,1.9988312628326645,0.039037983957938394,34.0,125.00584368583668,0.9922020452900429,3.260642805442034,0.5998831262832665,10.799123447124499,1
7.693934737356357,0.3202021754214548,0.4755521407279948,2.306065262643643,0.04,28.020217542145478,114.02021754214547,0.9911040435084291,3.197371719521088,0.52,12.779782457854523,1
6.424907214416465,0.17905206162185225,0.33905206162185225,2.121747419822639,0.035031597945938256,35.34386598197942,86.93680410812348,0.9911074350500915,3.2775092785583535,0.47249072144164644,10.965613401802058,1
6.5221041306289695,0.16168438040565458,0.3148069420419313,5.733855779648979,0.03364913224475859,59.259652897903436,128.7789586937103,0.9918602798334822,3.2042809093846887,0.6879295036782079,11.996138840838626,1
6.2686860997675025,0.20121165986050174,0.29191973016274797,3.623210793490081,0.03662627800464994,82.25255600929988,155.7474439907001,0.9922050358955826,3.1376789206509916,0.7913139002324971,11.107080703022461,1
6.63721219458401,0.33325451243719506,0.2665121340522019,2.8209396323980354,0.0439766646489397,18.813939027079947,128.81393902707995,0.9898809582874648,3.235348475676999,0.4716272562185975,12.776726832495935,1
5.829364159102392,0.32381734068331103,0.3114682079551196,2.7675375659355024,0.048530173454361725,25.08809247730718,153.08809247730719,0.9906796901725038,3.4303098274962105,0.7203098274962105,12.205872831820479,1
6.8114792231107435,0.40928044263094177,0.2788520776889257,5.1426038844462845,0.033760709123550406,16.645916892442973,80.53112466133554,0.991008440560144,3.1217704155377852,0.39363789521791764,12.216733513954377,1
7.358049410463264,0.19258517686102086,0.29,1.5678023581469451,0.04095123526158159,34.62925884305104,101.20975294768368,0.993454054576262,3.483366704125406,0.6083901179073472,10.604876473841841,1
7.003221700975278,0.31104864368904517,0.35241945747561804,5.690334897074166,0.03669362023293264,34.75805425243819,116.0,0.9911428237609696,2.977580542524382,0.34790271262190975,12.23790271262191,1
6.807962783007148,0.28,0.4315925566014296,7.57080312897379,0.030291968710262095,29.946914779952348,110.02654261002382,0.9916654809056228,3.088759061307863,0.5897345738997617,12.492037216992852,1
6.796843548325007,0.22736810037222066,0.3667368100372221,1.8736810037222065,0.03895791397766676,20.663159498138896,89.6631594981389,0.9915096889245284,3.1263159498138897,0.3896843548325007,11.336840501861102,1
5.8778938687699895,0.2961314270347481,0.28,6.722106131230011,0.03540702043743337,45.70351021871669,150.59297956256663,0.9927261240946579,3.339245715310168,0.4459297956256663,11.037191825026653,1
6.9899712004149475,0.3122688000565837,0.3259103999811388,4.648006402527406,0.0363086720060356,25.918207999622776,155.16358400075444,0.9927617344012072,3.2344595199283273,0.7638265598792882,12.226387199660499,1
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,1
7.0,0.2959582410114632,0.2827874723034389,7.984668143816589,0.025480835179770737,35.480835179770736,123.51916482022926,0.9917786756093243,3.128362416910317,0.5754705471355359,12.72787472303439,1
7.576131133305548,0.3088065566652774,0.24,1.8310295267027876,0.036880655666527734,38.97613113330555,150.0,0.9912964196699958,3.0529836083368065,0.43844852366486065,11.796419669995833,1
7.663110425859157,0.20368895741408427,0.30631104258591574,1.2394815956901404,0.03161814415084509,19.802592021549298,71.60518404309859,0.9920420736172394,3.140727837737324,0.39283151859929566,10.588833590302816,1
6.82133433496514,0.19516679187064262,0.34179984975522887,2.077501878059639,0.037134988731642164,62.34833208129358,147.30333583741285,0.9910184173552885,3.0648332081293574,0.6157331330069719,11.265166791870643,1
7.862812158998547,0.2617345284506541,0.37256243179970927,6.434690569013083,0.04608279033490552,38.942182384978196,162.8843647699564,0.9944768729539912,3.234875136400581,0.37942182384978196,11.01156352300436,1
6.99481362258602,0.205259318870699,0.26271609905891585,1.3491356037643365,0.047185170282325245,41.254321981178315,107.0,0.9931028120130772,3.48167882357612,0.6345678018821683,10.576296594353495,1
6.692733678281484,0.4238510209742923,0.3610808167794338,6.010217860115034,0.038096275524357306,46.361489790257075,162.4577653146144,0.9932337877483085,3.3202543860284086,0.37891918322056617,11.892733678281484,1
6.4158753397661865,0.31678041053468653,0.29879821913951693,3.451483550459916,0.035759643827903385,34.0,88.1201780860483,0.9901694361608356,3.2367804105346867,0.5975519167669577,12.331750679532373,1
5.694913017490861,0.19474565087454307,0.2647456508745431,1.4,0.030474565087454306,12.0,76.47456508745431,0.9905,3.25,0.3652543491254569,10.9,1
7.448867988157294,0.497330198223594,0.30108498519661653,14.831226065134887,0.030977359763145865,34.733019822359395,153.7330198223594,0.9954221699703932,3.1324433994078644,0.4782358076977594,11.951132011842708,1
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,1
6.547692319300901,0.1587179467831831,0.31651282128672675,5.668718022239042,0.03238974372517718,58.564102660840845,127.82564106433634,0.9917351795281966,3.2109230722796394,0.7047692319300901,12.169743574265464,1
5.456184510529229,0.3813416852590796,0.2707966976378421,1.8612158302507773,0.028247380421169154,29.0,129.71907744735387,0.9896170859913204,3.423710706317537,0.7222431660501555,13.006708426295399,1
6.93609498227818,0.22899406360761376,0.4184023745569545,7.56804749113909,0.043840237455695444,28.15976254430455,151.84023745569544,0.995356213710126,3.166804749113909,0.5789940636076137,9.69585752658273,1
6.481071974855574,0.19041041382943424,0.3262143949711148,1.5798162388720463,0.02975712100577704,34.71607962283361,138.18928025144425,0.9909847901938157,3.342018376112795,0.5772863698266888,11.623032163438769,1
7.495868520290705,0.4288849552543673,0.43533097315262037,14.92416688241999,0.03816525918837178,35.958685202907056,155.47934260145354,0.9968178852141584,3.087934260145353,0.3930164349636618,11.071079642034938,1
7.304369791042707,0.4689613540293954,0.25530083343316695,13.837681241763727,0.03267764585080421,34.382520835829176,152.80873958208542,0.9948983531223793,3.1778151044786465,0.47939833313366614,12.0,1
6.588311936723892,0.33258895170725267,0.3611067420487032,7.7496896786054625,0.034068887094078494,46.0,150.3862225811843,0.9928393731933381,3.2827554837631396,0.3743421611986688,11.533822904250172,1
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,1
6.3227502692313875,0.2977249730768613,0.29186754576933577,1.9349747038454743,0.04395075888463577,18.577249730768614,135.4227502692314,0.9908373509153867,3.3677249730768613,0.6531749192305839,12.420374057690147,1
